company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Natural,,AI,Series A,funding,Natural Raises $30M Series A to Build Payments Infrastructure for AI Agents,,$30M,2026-07-20,of Abstract,Founder,finance.yahoo.com,https://finance.yahoo.com/technology/ai/articles/natural-raises-30m-series-build-174500490.html,Raised a $30M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-26,High
Empirical Security,,AI,Series A,funding,Empirical Security Raises $25 Million in Series A Funding,,$25M,2026-07-21,founded by,CEO,securityweek.com,https://www.securityweek.com/empirical-security-raises-25-million-in-series-a-funding/,Raised a $25M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-26,High
StrongestLayer,,AI,Series A,funding,StrongestLayer Raises $4.1 Million in Seed Funding Extension,,$4.1M,2026-07-22,said StrongestLayer,co-founder,securityweek.com,https://www.securityweek.com/strongestlayer-raises-4-1-million-in-seed-funding-extension/,Raised a $4.1M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-26,High
Abstract Security,,AI,Series A,funding,"Abstract Security raises $25M Series A extension, recurring revenue up 380%",,$25M,2026-07-23,said Colby DeRodeff,co-founder,siliconangle.com,https://siliconangle.com/2026/07/23/abstract-security-raises-25m-series-extension-recurring-revenue-380/,Raised a $25M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-07-26,High
Retell AI,,AI,Seed,hiring,Hiring: Content Marketing Manager | Location: San Francisco Bay Area | YC W24,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/88445,Hiring a Marketing Manager at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Model ML,,AI,Seed,hiring,"Hiring: Content Strategist | Location: London, England, GB | YC W24",Content Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/80698,Hiring a Content Strategist at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
telli,,AI,Seed,hiring,Hiring: Head of Marketing / Marketing Lead | Location: Berlin | YC F24,Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/97106,Hiring a Head Of Marketing at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Pangea.app,,Cybersecurity,Series A,hiring,"Hiring: Social Media Manager | Location: US / New York, NY, US / Boston, MA, US / Los Angeles, CA, US / San Francisco, CA, US / Austin, TX, US / Miami, FL, US / Raleigh, NC, US / Durham, NC, US / Boulder, CO, US / Remote (US; New York, NY, US; Boston, MA, US; Los Angeles, CA, US; San Francisco, CA, US; Austin, TX, US; Miami, FL, US; Raleigh, NC, US; Durham, NC, US; Boulder, CO, US) | YC W21",Social Media Manager / Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/65184 | https://www.workatastartup.com/jobs/65147,Hiring a Social Media Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
Julius,,AI,Series A,hiring,"Hiring: Growth Marketing Manager | Location: San Francisco, CA, US | YC S22",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/76881,Hiring a Marketing Manager at a Series A AI company. This suggests investment in content and market education.,80,2026-07-26,High
Flagright,,AI,Series A,hiring,"Hiring: Technical Content Lead - London | Location: London, UK / Remote (US) | YC W22",Content Lead / Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94652 | https://www.workatastartup.com/jobs/94421 | https://www.workatastartup.com/jobs/94418 | https://www.workatastartup.com/jobs/94419 | https://www.workatastartup.com/jobs/94411,Hiring a Content Lead at a Series A AI company. This suggests investment in content and market education.,80,2026-07-26,High
Explorex,,Cybersecurity,Series A,hiring,"Hiring: Social Media Manager | Location: Bengaluru, KA, IN | YC S20",Social Media Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/66039,Hiring a Social Media Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
Clinikally,,Cybersecurity,Series A,hiring,"Hiring: Senior Social Media Manager  | Location: DL, IN / Delhi, IN | YC S22",Social Media Manager / Video Editor / Brand Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/88703 | https://www.workatastartup.com/jobs/96211 | https://www.workatastartup.com/jobs/77180,Hiring a Social Media Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
Rollstack,,Cybersecurity,Seed,hiring,Hiring: Social Media Manager | Location: US / CA / PT / GB / DE / ES / FR / NL / Remote (US; CA; PT; GB; DE; ES; FR; NL) | YC W23,Social Media Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/92938,Hiring a Social Media Manager at a Seed Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
Emergent,,AI,Seed,hiring,Hiring: Social Marketing Manager | Location: San Francisco | YC S24,Marketing Manager / Video Editor / Brand Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94945 | https://www.workatastartup.com/jobs/94944 | https://www.workatastartup.com/jobs/96056 | https://www.workatastartup.com/jobs/96057,Hiring a Marketing Manager at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Blink,,Cybersecurity,Series A,hiring,"Hiring: Social Media Marketing Manager | Location: San Francisco, CA, US / San Mateo, CA, US / Redwood City, CA, US / Palo Alto, CA, US / Remote (US) | YC W22",Marketing Manager / Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/83905 | https://www.workatastartup.com/jobs/89410,Hiring a Marketing Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
Shimmer,,Cybersecurity,Series A,hiring,Hiring: Social Media Manager & Growth Hacker | Location: Remote (US) | YC S21,Social Media Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/90891,Hiring a Social Media Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
Intryc,,AI,Seed,hiring,"Hiring: Social Media Manager | Location: San Francisco, CA, US | YC S24",Social Media Manager / Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/91968 | https://www.workatastartup.com/jobs/79518,Hiring a Social Media Manager at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Rubbrband,,Cybersecurity,Seed,hiring,"Hiring: Creative Strategist, Social Media | Location: San Francisco, CA, US / Remote (US) | YC W23",Creative Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94572,Hiring a Creative Strategist at a Seed Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
Topline Pro,,AI,Series A,hiring,"Hiring: Performance Marketing Manager | Location: Brooklyn, New York | YC W21",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/83378,Hiring a Marketing Manager at a Series A AI company. This suggests investment in content and market education.,80,2026-07-26,High
Human Archive,,Data,Seed,hiring,Hiring: Videographer | Location: IN | YC W26,Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/88228,Hiring a Videographer at a Seed Data company. This suggests investment in content and market education.,80,2026-07-26,High
14.ai,,AI,Seed,hiring,"Hiring: Videographer Intern at 14.ai (On-Site – San Francisco, ASAP Start)  | Location: San Francisco, CA, US | YC W24",Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/91343,Hiring a Videographer at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Prox,,AI,Seed,hiring,"Hiring: Videographer & Creative Producer | Location: San Francisco, CA | YC F25",Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/98423,Hiring a Videographer at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
GetCrux,,AI,Seed,hiring,Hiring: Founding Creative Strategist / CSM | Location: US / Remote (US) | YC W24,Creative Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/92623,Hiring a Creative Strategist at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
SuperKalam,,AI,Seed,hiring,"Hiring: Creative Strategist - Script (Performance Marketing) - SuperKalam (Bangalore) | Location: Bengaluru, KA, IN / Bengaluru, Karnataka, IN | YC W23",Creative Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/89358,Hiring a Creative Strategist at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Didit,,Cloud,Seed,hiring,"Hiring: Growth Marketer | Location: San Francisco, CA, US | YC W26",Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/96452,Hiring a Growth Marketer at a Seed Cloud company. This suggests investment in content and market education.,80,2026-07-26,High
AthenaHQ,,AI,Seed,hiring,Hiring: Founding Growth Marketer | Location: SF In-Person | YC W25,Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93606,Hiring a Growth Marketer at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Roforco,,AI,Series A,hiring,"Hiring: Cracked Growth Marketer | Location: San Francisco, CA, US / New York, NY, US / Remote (US; CA) | YC S22",Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/76000,Hiring a Growth Marketer at a Series A AI company. This suggests investment in content and market education.,80,2026-07-26,High
Craniometrix,,AI,Series A,hiring,"Hiring: Growth Marketer (Demand Gen) | Location: New York, NY, US | YC W22",Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/96160,Hiring a Growth Marketer at a Series A AI company. This suggests investment in content and market education.,80,2026-07-26,High
Lance,,AI,Seed,hiring,"Hiring: Product Marketing Manager | Location: San Francisco, CA, US | YC W26",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94304,Hiring a Marketing Manager at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Cambio,,AI,Series A,hiring,Hiring: Senior Marketing Manager | Location: San Francisco | YC S22,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/88960,Hiring a Marketing Manager at a Series A AI company. This suggests investment in content and market education.,80,2026-07-26,High
Prospa,,Fintech,Series A,hiring,"Hiring: Marketing Manager | Location: Lagos, LA, NG / Remote (Lagos, LA, NG) | YC W21",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/66537,Hiring a Marketing Manager at a Series A Fintech company. This suggests investment in content and market education.,80,2026-07-26,High
Blee,,Cybersecurity,Series A,hiring,Hiring: Product Marketing Manager | Location: San Francisco / New York City / Remote (US) | YC S22,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94765,Hiring a Marketing Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
Sohar Health,,AI,Seed,hiring,"Hiring: Head of Marketing | Location: New York, NY, US / DE, US / NJ, US / FL, US / CT, US / GA, US / VA, US / ME, US / MD, US / MA, US / NC, US / SC, US / Remote (New York, NY, US; DE, US; NJ, US; FL, US; CT, US; GA, US; VA, US; ME, US; MD, US; MA, US; NC, US; SC, US) | YC S23",Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93021,Hiring a Head Of Marketing at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Strac,,AI,Series A,hiring,Hiring: Head of Marketing | Location: US / Remote (US) | YC W22,Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/70821,Hiring a Head Of Marketing at a Series A AI company. This suggests investment in content and market education.,80,2026-07-26,High
Firecrawl,,API,Series A,hiring,"Hiring: Head of Marketing | Location: San Francisco, CA (Hybrid) OR Remote (Americas, UTC-3 to UTC-10) / Remote (US) | YC S22",Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93097,Hiring a Head Of Marketing at a Series A API company. This suggests investment in content and market education.,80,2026-07-26,High
Candid Health,,Automation,Series A,hiring,"Hiring: Product Marketing Manager | Location: San Francisco, CA, US / Denver, CO, US / New York, NY, US | YC W20",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/96736,Hiring a Marketing Manager at a Series A Automation company. This suggests investment in content and market education.,80,2026-07-26,High
a0.dev,,AI,Seed,hiring,"Hiring: Founding Brand and Content Lead (Contract-to-Hire) | Location: San Francisco, CA, US | YC W25",Content Lead,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94207,Hiring a Content Lead at a Seed AI company. This suggests investment in content and market education.,80,2026-07-26,High
Oneleet,,Cybersecurity,Series A,hiring,"Hiring: Product Marketing Manager, Engagement & Enablement | Location: Remote (US) | YC S22",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/97499,Hiring a Marketing Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-07-26,High
This B2B SaaS startup,,AI,Series A,funding,"This B2B SaaS startup raises second round of funding, VCs like Kalaari Capital participated",,$3.5M,2023-04-12,,,zeebiz.com,https://www.zeebiz.com/startups/news-exclusive-on-ai-saas-clm-startup-simplicontract-gets-series-a-round-of-funding-from-venture-capital-firms-kalaari-capital-picus-capital-foster-ventures-leslie-ventures-sentinel-ventures-flipkart-byjus-230279,Raised a $3.5M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
AI cloud startup Nava,,AI,Series A,funding,AI cloud startup Nava raises $22m in Series A funding round,,$22M,2026-04-08,,,datacenterdynamics.com,https://www.datacenterdynamics.com/en/news/ai-cloud-startup-nava-raises-22m-in-series-a-funding-round/,Raised a $22M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
AI cloud startup Parasail,,AI,Series A,funding,AI cloud startup Parasail raises $32m in Series A funding round,,$32M,2026-04-15,,,datacenterdynamics.com,https://www.datacenterdynamics.com/en/news/ai-cloud-startup-parasail-raises-32m-in-series-a-funding-round/,Raised a $32M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Mosaic,,AI,Series A,funding,Mosaic Raises $18M Series A To Build AI-Driven Operating System For Deal Makers,,$18M,2026-04-22,,,newswire.ca,https://www.newswire.ca/news-releases/mosaic-raises-18m-series-a-to-build-ai-driven-operating-system-for-deal-makers-814987003.html,Raised a $18M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
ProcessMiner,,AI,Seed,funding,"ProcessMiner Raises Seed Funding to Scale AI-Powered Optimization for Manufacturing, Critical Infrastructure End-Markets",,,2026-04-28,,,finance.yahoo.com,https://finance.yahoo.com/sectors/technology/articles/processminer-raises-seed-funding-scale-180300898.html,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Exclusive: AI-powered recruiting startup Dex,,AI,Seed,funding,Exclusive: AI-powered recruiting startup Dex raises $5.3 million seed round,,$5.3M,2026-04-28,,,finance.yahoo.com,https://finance.yahoo.com/sectors/technology/articles/exclusive-ai-powered-recruiting-startup-154150183.html,Raised a $5.3M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
UAE’s Rentify,,AI,Seed,funding,UAE’s Rentify raises $2m seed round to launch AI rental revenue platform,,$2M,2026-06-22,,,msn.com,https://www.msn.com/en-ae/money/news/uae-s-rentify-raises-2m-seed-round-to-launch-ai-rental-revenue-platform/ar-AA26e7Fr,Raised a $2M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Netris,,AI,Series A,funding,Netris raises $15M Series A from a16z to help AI neoclouds go live faster,,$15M,2026-06-25,,,msn.com,https://www.msn.com/en-us/news/technology/netris-raises-15m-series-a-from-a16z-to-help-ai-neoclouds-go-live-faster/ar-AA26xyx9,Raised a $15M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Prime Intellect,,AI,Series A,funding,Prime Intellect raises $130M Series A to help enterprises build their own AI agents,,$130M,2026-07-08,,,msn.com,https://www.msn.com/en-us/news/technology/prime-intellect-raises-130m-series-a-to-help-enterprises-build-their-own-ai-agents/ar-AA27vdtO,Raised a $130M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Keyper,,Fintech,Series A,funding,Keyper raises US$11mln Series A to scale monthly rent payments and digital real estate infrastructure across the UAE,,$11M,2026-07-08,,,zawya.com,https://www.zawya.com/en/press-release/companies-news/keyper-raises-us11mln-series-a-to-scale-monthly-rent-payments-and-digital-real-estate-infrastructure-across-the-uae-399077,Raised a $11M Series A round for a Fintech platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Paris-based AI voice startup Gradium,,AI,Seed,funding,"Paris-based AI voice startup Gradium raises $100M seed, backed by Nvidia",,$100M,2026-07-09,,,msn.com,https://www.msn.com/en-us/news/technology/paris-based-ai-voice-startup-gradium-raises-100m-seed-backed-by-nvidia/ar-AA27AGhe,Raised a $100M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Voice AI Startup Gradium,,AI,Seed,funding,Voice AI Startup Gradium Raises $100M Seed for Global Expansion,,$100M,2026-07-10,,,ventureburn.com,https://ventureburn.com/voice-ai-startup-gradium-raises-100m-seed/,Raised a $100M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Velocity,,Cybersecurity,Series A,funding,Velocity Raises $38 Million Series A to Bring Enterprise-Grade Stablecoin Infrastructure to Global Treasury and Payments,,$38M,2026-07-13,,,lasvegassun.com,https://lasvegassun.com/news/2026/jul/14/velocity-raises-38-million-series-a-to-bring-enter/,Raised a $38M Series A round for a Cybersecurity platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Fintech SaaS startup Hisabkitab,,AI,Seed,funding,Fintech SaaS startup Hisabkitab raises seed round at Rs 20 Cr valuation,,,2026-07-14,,,entrackr.com,https://entrackr.com/snippets/fintech-saas-startup-hisabkitab-raises-seed-round-at-rs-20-cr-valuation-12163499,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Aina,,AI,Seed,funding,Aina raises $5.5M seed funding to develop AI-first hardware interface,,$5.5M,2026-07-15,,,yourstory.com,https://yourstory.com/ai-story/aina-raises-55m-seed-funding-develop-ai-first-hardware-interface,Raised a $5.5M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
German robotics startup,,AI,Seed,funding,German robotics startup raises largest seed round – Coop with Google Cloud,,,2026-07-22,,,heise.de,https://www.heise.de/en/news/German-robotics-startup-raises-largest-seed-round-Coop-with-Google-Cloud-11372650.html,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
AI insurtech startup NeuralKart,,AI,Seed,funding,AI insurtech startup NeuralKart raises seed funding led by Inflection Point Ventures,,,2026-07-22,,,entrackr.com,https://entrackr.com/snippets/ai-insurtech-startup-neuralkart-raises-seed-funding-led-by-inflection-point-ventures-12189954,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Passionfroot,,AI,Series A,funding,Passionfroot Secures $15M to Launch B2B Creator Marketplace in the US,,$15M,2026-07-22,,,androguider.com,https://www.androguider.com/2026/07/passionfroot-secures-15m-to-launch-b2b.html,Raised a $15M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Cascade,,AI,Seed,funding,Cascade Secures $3.5M Seed Funding to Revolutionize Construction Project Acquisition,,$3.5M,2026-07-22,,,androguider.com,https://www.androguider.com/2026/07/cascade-secures-35m-seed-funding-to.html,Raised a $3.5M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
AegisAI,,AI,Series A,funding,AegisAI Raises $36M to Combat AI-Driven Spear Phishing Attacks,,$36M,2026-07-23,,,androguider.com,https://www.androguider.com/2026/07/aegisai-raises-36m-to-combat-ai-driven.html,Raised a $36M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Healthtech startup CARPL.ai,,Healthtech,Series A,funding,Healthtech startup CARPL.ai raises $10 Mn Series A led by IFC,,$10M,2026-07-23,,,entrackr.com,https://entrackr.com/snippets/healthtech-startup-carplai-raises-10-mn-series-a-led-by-ifc-12191147,Raised a $10M Series A round for a Healthtech platform. This signals active growth and potential need for content and marketing.,80,2026-07-26,High
Physical AI startup Mowito,,AI,Pre-Seed,funding,Physical AI startup Mowito raises $3 million in pre-seed funding round,,$3M,2026-07-07,said Puru Rastog,co-founder,business-standard.com,https://www.business-standard.com/companies/news/physical-ai-startup-mowito-raises-3-million-to-scale-industrial-robots-126070700624_1.html,Raised a $3M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-07-26,Low
