company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Emerald AI,,AI,Series A,funding,Emerald AI Raises $150M Series A at $1.05B Valuation to Scale Power-Flexible AI Data Centers,,$150M,2026-08-28,Founder and,CEO,theaiinsider.tech,https://theaiinsider.tech/2026/08/28/emerald-ai-raises-150m-series-a-at-1-05b-valuation-to-scale-power-flexible-ai-data-centers/,Raised a $150M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-07,High
Physical Superintelligence,,AI,Seed,funding,Physical Superintelligence Raises $58M Seed Round,,$58M,2026-09-01,said CEO and,Co-founder,unite.ai,https://www.unite.ai/physical-superintelligence-raises-58m-seed-round/,Raised a $58M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-07,High
AI sales startup Clay,,AI,Series A,funding,AI sales startup Clay raises funding at a $7 billion valuation,,$7B,2026-09-01,who serves as,,wionews.com,https://www.wionews.com/world/ai-sales-startup-clay-raises-funding-at-a-7-billion-valuation-1788291286322,Raised a $7B Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-07,High
Light,,HR Tech,Series A,funding,Light Raises $46 Million Series A Led By Matrix,,$46M,2026-09-01,Baker Shogry,Co-Founder,pulse2.com,https://pulse2.com/light-raises-46-million-series-a-led-by-matrix/ | https://en.wowtale.net/2026/09/04/234989/,Raised a $46M Series A round for a HR Tech platform. This signals active growth and potential need for content and marketing.,90,2026-09-07,High
Airlift Co-Founder Usman Gul’s AI Startup Metal,,AI,Seed,funding,Airlift Co-Founder Usman Gul’s AI Startup Metal Raises $4.5M Seed,,$4.5M,2026-09-02,founded by Airlift,co-founder,techjuice.pk,https://www.techjuice.pk/metal-usman-gul-ai-startup-seed-funding/,Raised a $4.5M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-07,High
Sirdab,,AI,Series A,funding,Sirdab raises $10 million Series A to expand across GCC,,$10M,2026-09-02,said Naif Alzahri,co-founder,wamda.com,https://www.wamda.com/2026/09/sirdab-raises-10-million-series-expand-gcc,Raised a $10M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-07,High
Conveo,,AI,Series A,funding,Conveo Raises $50 Million Series A To Expand AI Consumer Intelligence Platform,,$50M,2026-09-05,Dieter De Mesmaeker,CEO,pulse2.com,https://pulse2.com/conveo-raises-50-million-series-a-to-expand-ai-consumer-intelligence-platform/ | https://pulse2.com/conveo-raises-50-million-series-a-to-build-consumer-understanding-infrastructure-for-enterprises/,Raised a $50M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,90,2026-09-07,High
Model ML,,AI,Seed,hiring,"Hiring: Content Strategist | Location: London, England, GB | YC W24",Content Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/80698,Hiring a Content Strategist at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
AiPrise,,AI,Series A,hiring,Hiring: Senior Content Marketing Manager | Location: San Jose | YC S22,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/105469,Hiring a Marketing Manager at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
Pangea.app,,Cybersecurity,Series A,hiring,"Hiring: Social Media Manager | Location: US / New York, NY, US / Boston, MA, US / Los Angeles, CA, US / San Francisco, CA, US / Austin, TX, US / Miami, FL, US / Raleigh, NC, US / Durham, NC, US / Boulder, CO, US / Remote (US; New York, NY, US; Boston, MA, US; Los Angeles, CA, US; San Francisco, CA, US; Austin, TX, US; Miami, FL, US; Raleigh, NC, US; Durham, NC, US; Boulder, CO, US) | YC W21",Social Media Manager / Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/65184 | https://www.workatastartup.com/jobs/65147,Hiring a Social Media Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-09-07,High
Julius,,AI,Series A,hiring,"Hiring: Growth Marketing Manager | Location: San Francisco, CA, US | YC S22",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/76881,Hiring a Marketing Manager at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
Explorex,,Cybersecurity,Series A,hiring,"Hiring: Social Media Manager | Location: Bengaluru, KA, IN | YC S20",Social Media Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/66039,Hiring a Social Media Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-09-07,High
Clinikally,,Cybersecurity,Series A,hiring,"Hiring: Senior Social Media Manager  | Location: DL, IN / Delhi, IN | YC S22",Social Media Manager / Brand Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/88703 | https://www.workatastartup.com/jobs/77180,Hiring a Social Media Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-09-07,High
Blink,,Cybersecurity,Series A,hiring,"Hiring: Social Media Marketing Manager | Location: San Francisco, CA, US / San Mateo, CA, US / Redwood City, CA, US / Palo Alto, CA, US / Remote (US) | YC W22",Marketing Manager / Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/83905 | https://www.workatastartup.com/jobs/89410,Hiring a Marketing Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-09-07,High
Shimmer,,Cybersecurity,Series A,hiring,Hiring: Social Media Manager & Growth Hacker | Location: Remote (US) | YC S21,Social Media Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/90891,Hiring a Social Media Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-09-07,High
Rubbrband,,Cybersecurity,Seed,hiring,"Hiring: Creative Strategist, Social Media | Location: San Francisco, CA, US / Remote (US) | YC W23",Creative Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94572,Hiring a Creative Strategist at a Seed Cybersecurity company. This suggests investment in content and market education.,80,2026-09-07,High
Topline Pro,,AI,Series A,hiring,"Hiring: Performance Marketing Manager | Location: Brooklyn, New York | YC W21",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/83378,Hiring a Marketing Manager at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
Human Archive,,AI,Seed,hiring,Hiring: Videographer | Location: IN | YC W26,Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/88228,Hiring a Videographer at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
GloGlo,,AI,Seed,hiring,"Hiring: Videographer Intern at 14.ai (On-Site – San Francisco, ASAP Start)  | Location: San Francisco, CA, US | YC W24",Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/91343,Hiring a Videographer at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
Prox,,AI,Seed,hiring,"Hiring: Videographer & Creative Producer | Location: San Francisco, CA | YC F25",Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/98423,Hiring a Videographer at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
GetCrux,,AI,Seed,hiring,Hiring: Founding Creative Strategist / CSM | Location: US / Remote (US) | YC W24,Creative Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/92623,Hiring a Creative Strategist at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
SuperKalam,,AI,Seed,hiring,"Hiring: Creative Strategist - Script (Performance Marketing) - SuperKalam (Bangalore) | Location: Bengaluru, KA, IN / Bengaluru, Karnataka, IN | YC W23",Creative Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/89358,Hiring a Creative Strategist at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
Trueplace,,AI,Series A,hiring,Hiring: Content Strategist - TikTok Script Writer | Location: Remote (US) | YC W22,Content Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/75090,Hiring a Content Strategist at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
Tavus,,AI,Series A,hiring,Hiring: Vibe Growth Marketer | Location: San Francisco | YC S21,Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/106805,Hiring a Growth Marketer at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
AthenaHQ,,AI,Seed,hiring,Hiring: Founding Growth Marketer | Location: SF In-Person | YC W25,Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/93606,Hiring a Growth Marketer at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
Roforco,,AI,Series A,hiring,"Hiring: Cracked Growth Marketer | Location: San Francisco, CA, US / New York, NY, US / Remote (US; CA) | YC S22",Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/76000,Hiring a Growth Marketer at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
Floot,,AI,Seed,hiring,"Hiring: Founding Growth Marketer | Location: San Francisco, CA, US | YC S25",Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/82612,Hiring a Growth Marketer at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
Lance,,AI,Seed,hiring,"Hiring: Product Marketing Manager | Location: San Francisco, CA, US | YC W26",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94304,Hiring a Marketing Manager at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
Cambio,,AI,Series A,hiring,Hiring: Senior Marketing Manager | Location: San Francisco | YC S22,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/88960,Hiring a Marketing Manager at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
Prospa,,Fintech,Series A,hiring,"Hiring: Marketing Manager | Location: Lagos, LA, NG / Remote (Lagos, LA, NG) | YC W21",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/66537,Hiring a Marketing Manager at a Series A Fintech company. This suggests investment in content and market education.,80,2026-09-07,High
Blee,,Cybersecurity,Series A,hiring,Hiring: Product Marketing Manager | Location: San Francisco / New York City / Remote (US) | YC S22,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94765,Hiring a Marketing Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-09-07,High
telli,,AI,Seed,hiring,Hiring: Founding Marketing Manager | Location: Berlin | YC F24,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/104935,Hiring a Marketing Manager at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
Strac,,AI,Series A,hiring,Hiring: Head of Marketing | Location: US / Remote (US) | YC W22,Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/70821,Hiring a Head Of Marketing at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
Intryc,,AI,Seed,hiring,"Hiring: Head of Marketing | Location: San Francisco, CA, US | YC S24",Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/79518,Hiring a Head Of Marketing at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
a0.dev,,AI,Seed,hiring,"Hiring: Founding Brand and Content Lead (Contract-to-Hire) | Location: San Francisco, CA, US | YC W25",Content Lead,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94207,Hiring a Content Lead at a Seed AI company. This suggests investment in content and market education.,80,2026-09-07,High
Oneleet,,Cybersecurity,Series A,hiring,"Hiring: Product Marketing Manager, Engagement & Enablement | Location: Remote (US) | YC S22",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/97499,Hiring a Marketing Manager at a Series A Cybersecurity company. This suggests investment in content and market education.,80,2026-09-07,High
Flagright,,AI,Series A,hiring,Hiring: Performance Marketing Manager - US | Location: USA | YC W22,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94411,Hiring a Marketing Manager at a Series A AI company. This suggests investment in content and market education.,80,2026-09-07,High
Cloud startup GPUnet,,Cloud,Series A,funding,Cloud startup GPUnet raises $5.25m in Series A round,,$5.25M,2024-04-13,,,datacenterdynamics.com,https://www.datacenterdynamics.com/en/news/cloud-startup-gpunet-raises-525m-in-series-a-round/,Raised a $5.25M Series A round for a Cloud platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
AI cloud startup Parasail,,AI,Series A,funding,AI cloud startup Parasail raises $32m in Series A funding round,,$32M,2026-04-15,,,datacenterdynamics.com,https://www.datacenterdynamics.com/en/news/ai-cloud-startup-parasail-raises-32m-in-series-a-funding-round/,Raised a $32M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
Mosaic,,AI,Series A,funding,Mosaic Raises $18M Series A To Build AI-Driven Operating System For Deal Makers,,$18M,2026-04-22,,,newswire.ca,https://www.newswire.ca/news-releases/mosaic-raises-18m-series-a-to-build-ai-driven-operating-system-for-deal-makers-814987003.html,Raised a $18M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
Manufacturing automation goes autonomous as 1872,,Automation,Seed,funding,Manufacturing automation goes autonomous as 1872 raises $15M,,$15M,2026-07-28,,,msn.com,https://www.msn.com/en-us/money/general/manufacturing-automation-goes-autonomous-as-1872-raises-15m/ar-AA28SAg4,Raised a $15M Seed round for a Automation platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
Velaura AI,,AI,Series A,funding,Velaura AI Raises $110 Million Series A to Advance the Next Generation of Ultra-Low-Power AI Compute Infrastructure,,$110M,2026-08-18,,,finance.yahoo.com,https://finance.yahoo.com/technology/ai/articles/velaura-ai-raises-110-million-130000601.html,Raised a $110M Series A round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
AI content creator platform Creedom,,AI,Seed,funding,AI content creator platform Creedom raises seed round,,,2026-09-02,,,entrackr.com,https://entrackr.com/snippets/ai-content-creator-platform-creedom-raises-seed-round-12484133,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
Zeit AI,,AI,Seed,funding,Zeit AI Raises €5 Million Seed Round Backed by Y Combinator,,,2026-09-03,,,phemex.com,https://phemex.com/news/article/zeit-ai-raises-5-million-seed-round-backed-by-y-combinator-95405,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
UK AI governance intelligence platform AI Score,,AI,Seed,funding,UK AI governance intelligence platform AI Score raises $5.4m in seed funding round,,$5.4M,2026-09-03,,,globallegalpost.com,https://www.globallegalpost.com/news/uk-ai-governance-intelligence-platform-ai-score-raises-54m-in-seed-funding-round-2125790039,Raised a $5.4M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
Stellaria,,AI,Seed,funding,Stellaria Raises $6.8 Million Seed Round At $114.4 Million Valuation,,$6.8M,2026-09-03,,,pulse2.com,https://pulse2.com/stellaria-raises-6-8-million-seed-round-at-114-4-million-valuation/,Raised a $6.8M Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
AI creator platform Creedom,,AI,Seed,funding,AI creator platform Creedom raises Rs 4.1 crore in funding at Rs 42 crore valuation,,,2026-09-05,,,indianstartupnews.com,https://indianstartupnews.com/funding/ai-creator-platform-creedom-raises-rs-41-crore-in-funding-at-rs-42-crore-valuation-12496051,Announced a Seed round for a AI platform. This signals active growth and potential need for content and marketing.,80,2026-09-07,High
Chip software automation startup Embedd,,AI,Pre-Seed,funding,Chip software automation startup Embedd raises $2.7M,,$2.7M,2026-08-24,the three,founder,siliconangle.com,https://siliconangle.com/2026/08/24/chip-software-automation-startup-embedd-raises-2-7m/,Raised a $2.7M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-09-07,Low
Oliver AI,,AI,Pre-Seed,funding,Oliver AI Raises Pre-Seed Funding From Menlo Ventures And Unusual Ventures For Agentic AI Data Platform,,,2026-09-01,Praneet Sharma,Co-Founder,pulse2.com,https://pulse2.com/oliver-ai-raises-pre-seed-funding-from-menlo-ventures-and-unusual-ventures-for-agentic-ai-data-platform/,Announced a Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-09-07,Low
UK startup AI Score,,AI,Pre-Seed,funding,UK startup AI Score raises $5.4M to scale its enterprise AI governance platform,,$5.4M,2026-09-04,"including
Alan Morgan",co-founder,tech.eu,https://tech.eu/2026/09/04/uk-startup-ai-score-raises-54m-to-scale-its-enterprise-ai-governance-platform/,Raised a $5.4M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-09-07,Low
adyn,,,Series A,hiring,Hiring: Content Marketer | Location: Remote (US) | YC S20,Content Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/42208,Hiring a Content Marketer. This suggests investment in content and market education.,60,2026-09-07,Low
Manicule,,,Seed,hiring,Hiring: X Content Marketer | Location: SG | YC P26,Content Marketer / Content Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/105096 | https://www.workatastartup.com/jobs/105097 | https://www.workatastartup.com/jobs/105099,Hiring a Content Marketer. This suggests investment in content and market education.,60,2026-09-07,Low
Mintlify,,,Series A,hiring,Hiring: Product Marketing Manager | Location: San Francisco | YC W22,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/94849 | https://www.workatastartup.com/jobs/94845,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-09-07,Low
Material Depot,,,Series A,hiring,"Hiring: Architectural Content Strategist | Location: Bengaluru, KA, IN | YC W22",Content Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/60764,Hiring a Content Strategist. This suggests investment in content and market education.,60,2026-09-07,Low
Willow,,,Seed,hiring,"Hiring: Founding Growth & Content Lead | Location: San Francisco, CA, US | YC P25",Content Lead,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/89466,Hiring a Content Lead. This suggests investment in content and market education.,60,2026-09-07,Low
Reframe,,,Series A,hiring,"Hiring: Marketing Manager  | Location: GA, US | YC S21",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/46460,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-09-07,Low
VoiceOS,,,Seed,hiring,"Hiring: Part-Time Videographer & Video Editor | Location: San Francisco, CA, US | YC P25",Videographer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/98609,Hiring a Videographer. This suggests investment in content and market education.,60,2026-09-07,Low
Mantis,,,Seed,hiring,"Hiring: Part-Time Content Creator / Video Editor Contractor | Location: New York City / NY, US / Remote (US) | YC W26",Video Editor,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/98288,Hiring a Video Editor. This suggests investment in content and market education.,60,2026-09-07,Low
Cardboard,,,Seed,hiring,Hiring: Founding Designer | Location: Bengaluru / San Francisco | YC W26,Video Editor,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/107330 | https://www.workatastartup.com/jobs/107331 | https://www.workatastartup.com/jobs/107332 | https://www.workatastartup.com/jobs/106736,Hiring a Video Editor. This suggests investment in content and market education.,60,2026-09-07,Low
Bree,,,Series A,hiring,"Hiring: Creative Strategist | Location: Toronto, ON, CA / Toronto, Ontario, CA / Remote (Toronto, ON, CA; Toronto, Ontario, CA) | YC S21",Creative Strategist,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/85886,Hiring a Creative Strategist. This suggests investment in content and market education.,60,2026-09-07,Low
GroMo,,,Series A,hiring,"Hiring: Growth Marketer | Location: Gurugram, HR, IN | YC W21",Growth Marketer,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/96054,Hiring a Growth Marketer. This suggests investment in content and market education.,60,2026-09-07,Low
Solo,,,Series A,hiring,Hiring: Growth Marketing Manager | Location: US / Remote (US) | YC W21,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/64685 | https://www.workatastartup.com/jobs/74338,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-09-07,Low
GoSats,,,Series A,hiring,"Hiring: Performance Marketing Manager | Location: Bengaluru, KA, IN / Bengaluru, Karnataka, IN / KA, IN / Karnataka, IN | YC W22",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/82296,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-09-07,Low
Ultra,,,Seed,hiring,"Hiring: Head of Marketing | Location: New York, United States | YC S24",Head Of Marketing,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/103176,Hiring a Head Of Marketing. This suggests investment in content and market education.,60,2026-09-07,Low
Candid Health,,,Series A,hiring,"Hiring: Product Marketing Manager | Location: San Francisco, CA, US / Denver, CO, US / New York, NY, US | YC W20",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/96736,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-09-07,Low
Coinrule,,,Series A,hiring,"Hiring: Digital Marketing Manager | Location: London, England, GB / Remote | YC S21",Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/60727,Hiring a Marketing Manager. This suggests investment in content and market education.,60,2026-09-07,Low
Birdseye,,AI,Pre-Seed,funding,Birdseye closes $4.1 million CAD in seed funding for AI-powered marketing platform,,$4.1M,2023-11-22,,,betakit.com,https://betakit.com/birdseye-closes-4-1-million-cad-in-seed-funding-for-ai-powered-marketing-platform/,Raised a $4.1M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-09-07,Low
Weka,,AI,,funding,Weka raises $140M as the AI boom bolsters data platforms,,$140M,2024-05-15,Liran Zvibel and Weka,,ca.finance.yahoo.com,https://ca.finance.yahoo.com/news/weka-raises-140m-ai-boom-130000804.html,Raised $140M in funding for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-09-07,Low
Oppex AI,,AI,Pre-Seed,funding,Oppex AI raises Rs 4.2 Cr in pre-seed round led by Info Edge Ventures,,,2026-09-01,,,entrackr.com,https://entrackr.com/snippets/oppex-ai-raises-rs-42-cr-in-pre-seed-round-led-by-info-edge-ventures-12480269,Announced a Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-09-07,Low
OliverAI,,AI,Pre-Seed,funding,OliverAI Raises Pre-Seed Funding to Scale Agentic AI Database Platform,,$2M,2026-09-02,,,theaiinsider.tech,https://theaiinsider.tech/2026/09/02/oliverai-raises-pre-seed-funding-to-scale-agentic-ai-database-platform/,Raised a $2M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-09-07,Low
,,Data,,hiring,Hiring: Creative Strategist,Creative Strategist,,,,,betakit.com,https://betakit.com/motion-closes-30-million-usd-series-b-in-bid-to-become-command-centre-for-creative-strategists/,Hiring a Creative Strategist at a Data company. This suggests investment in content and market education.,50,2026-09-07,Low
Flare,,Cybersecurity,Series B,funding,Flare raises another $30 million USD to fuel global cybersecurity expansion and acquisition plans,,$30M,2025-11-05,Norman Menz told BetaKit,CTO,betakit.com,https://betakit.com/flare-raises-another-30-million-usd-to-fuel-global-cybersecurity-expansion-and-acquisition-plans/ | https://betakit.com/flare-raises-42-5-million-cad-series-b-to-go-global-with-cyber-threat-detection-tech/,Raised a $30M Series B round for a Cybersecurity platform. This signals active growth and potential need for content and marketing.,50,2026-09-07,Low
Ex-Palantir founders’ Zeit AI,,AI,,unknown,"Ex-Palantir founders’ Zeit AI raises €5M, backed by a World Cup winner and a former German minister",,,2026-09-03,,,techfundingnews.com,https://techfundingnews.com/zeit-ai-raises-5m-mario-gotze-christian-lindner-ex-palantir/,Ex-Palantir founders’ Zeit AI is showing startup market signals in the AI space.,50,2026-09-07,Low
