company_name,website,category,stage,signal_type,signal_details,job_title,funding_amount,funding_date,relevant_person_name,relevant_person_title,source_name,source_url,context_summary,score,date_found,priority_tier
Pathway,,AI,Pre-Seed,funding,"Pathway raises $5 million in seed funding, opens free access to healthcare guidance platform",,$5M,2023-11-14,by Mullie,CEO,betakit.com,https://betakit.com/pathway-raises-5-million-in-seed-funding-opens-free-access-to-healthcare-guidance-platform/,Raised a $5M Pre-Seed round for a AI platform. This signals active growth and potential need for content and marketing.,70,2026-06-25,Low
Co-Founder of Superstate Launches Ground,,Cybersecurity,Pre-Seed,funding,"Co-Founder of Superstate Launches Ground, Raises $3.6 Million to Embed Onchain Finance Everywhere",,$3.6M,2026-06-24,said Reid Cuming,CEO,usatoday.com,https://www.usatoday.com/press-release/story/35562/co-founder-of-superstate-launches-ground-raises-3-6-million-to-embed-onchain-finance-everywhere/,Raised a $3.6M Pre-Seed round for a Cybersecurity platform. This signals active growth and potential need for content and marketing.,70,2026-06-25,Low
Vishal Sikka,,AI,,funding,"Vishal Sikka announces Hang Ten Systems, new AI services startup with $32 million in funding",,$32M,2026-06-24,million in funding Former Infosys,CEO,msn.com,https://www.msn.com/en-in/technology/tech-companies/vishal-sikka-announces-hang-ten-systems-new-ai-services-startup-with-32-million-in-funding/ar-AA26tYbe,Raised $32M in funding for a AI platform. This signals active growth and potential need for content and marketing.,60,2026-06-25,Low
Ground,,Fintech,Pre-Seed,funding,Ground raises $3.6 million to pipe on-chain yield into fintech apps,,$3.6M,2026-06-24,,,msn.com,https://www.msn.com/en-us/money/general/ground-raises-3-6-million-to-pipe-on-chain-yield-into-fintech-apps/ar-AA26tSwe,Raised a $3.6M Pre-Seed round for a Fintech platform. This signals active growth and potential need for content and marketing.,60,2026-06-25,Low
Circle and Helicarrier alumni,,Cybersecurity,Pre-Seed,funding,Circle and Helicarrier alumni raise seed round for stablecoin startup Daya,,$2.4M,2026-06-24,,,cryptobriefing.com,https://cryptobriefing.com/circle-helicarrier-alumni-raise-seed-round-stablecoin-startup-daya/,Raised a $2.4M Pre-Seed round for a Cybersecurity platform. This signals active growth and potential need for content and marketing.,60,2026-06-25,Low
EverAI,,AI,,hiring,Hiring: Video Editor,Video Editor,,,,,Remote OK,https://remoteOK.com/remote-jobs/remote-mid-senior-ai-cinematic-video-editor-everai-1134014,Hiring a Video Editor at a AI company. This suggests investment in content and market education.,50,2026-06-25,Low
Strange Face,,AI,,hiring,"Hiring: Social Media Manager | Location: London, London, England, United Kingdom",Social Media Manager,,,,,Remote OK,https://remoteOK.com/remote-jobs/remote-social-media-manager-strange-face-1133993,Hiring a Social Media Manager at a AI company. This suggests investment in content and market education.,50,2026-06-25,Low
Adoreal,,Cybersecurity,,hiring,"Hiring: Video Editor | Location: California, California, United States",Video Editor,,,,,Remote OK,https://remoteOK.com/remote-jobs/remote-social-media-video-editor-adoreal-1134001,Hiring a Video Editor at a Cybersecurity company. This suggests investment in content and market education.,50,2026-06-25,Low
Infosys-Backed 4baseCare,,AI,Series B,funding,"Infosys-Backed 4baseCare Raises Rs. 128 Crore in Series B, Expands AI-Driven Cancer Care",,$13.3M,2026-06-11,Ashish Taneja,Founder,analyticsinsight.net,https://www.analyticsinsight.net/news/infosys-backed-4basecare-raises-rs-128-crore-in-series-b-expands-ai-driven-cancer-care,Raised a $13.3M Series B round for a AI platform. This signals active growth and potential need for content and marketing.,50,2026-06-25,Low
Nudge Launches AI Shopping Platform,,AI,,funding,"Nudge Launches AI Shopping Platform, Raises $1.1M in Funding",,$1.1M,2026-06-24,,,msn.com,https://www.msn.com/en-us/money/other/nudge-launches-ai-shopping-platform-raises-1-1m-in-funding/ar-AA26sfyV,Raised $1.1M in funding for a AI platform. This signals active growth and potential need for content and marketing.,50,2026-06-25,Low
Cloud Startup Runpod,,Cloud,,funding,"Cloud Startup Runpod Raises $100 Million, Says It Turned Down Buyout Offers",,$100M,2026-06-24,,,theinformation.com,https://www.theinformation.com/newsletters/ai-agenda/cloud-startup-runpod-raises-100-million-says-turned-buyout-offers,Raised $100M in funding for a Cloud platform. This signals active growth and potential need for content and marketing.,50,2026-06-25,Low
Curri,,,Series B+,hiring,Hiring: Product Marketing Manager  | Location: Remote (US) | YC S19,Marketing Manager,,,,,YC Work at a Startup,https://www.workatastartup.com/jobs/97455,Hiring a Marketing Manager. This suggests investment in content and market education.,20,2026-06-25,Low
